"#Antony_JC,""#Caesar_JC"",0.10393441252126,58,""Good friends, go in and taste some wine with me, And we, like friends, will straightway go together."",""Fear him not, Caesar";" he's not dangerous."""
"#Antony_JC,""#Caesar_JC"",0.105405341847924,38,""Have I in conquest stretched mine arm so far, To be afeard to tell graybeards the truth?"",""He is a noble Roman, and well given.""";
"#Antony_JC,""#Caesar_JC"",0.106629163427767,72,""The skies are painted with unnumbered sparks";" They are all fire, and every one doth shine."",""So to most noble Caesar."""
"#Antony_JC,""#Caesar_JC"",0.113538264813735,18,""Nor heaven nor Earth have been at peace tonight."",""Fear him not, Caesar";" he's not dangerous."""
"#Antony_JC,""#Caesar_JC"",0.115958199252102,4,""Who is it in the press that calls on me?"",""When Caesar says ""Do this,"" it is performed.""";
"#Antony_JC,""#Caesar_JC"",0.123063539453479,69,""I could be well moved, if I were as you."",""Fear him not, Caesar";" he's not dangerous."""
"#Antony_JC,""#Caesar_JC"",0.12628964278551,46,""And this way have you well expounded it."",""When Caesar says ""Do this,"" it is performed.""";
"#Antony_JC,""#Caesar_JC"",0.136103047851065,7,""Let me see his face."",""When Caesar says ""Do this,"" it is performed.""";
"#Antony_JC,""#Casca_JC"",0.144381028280711,50,""Here, as I point my sword, the sun arises, Which is a great way growing on the south, Weighing the youthful season of the year."",""He is a noble Roman, and well given.""";
"#Antony_JC,""#Casca_JC"",0.144911053292474,3,""Would you speak with me?"",""Fear him not, Caesar";" he's not dangerous."""
"#Antony_JC,""#Casca_JC"",0.145642081070463,29,""Are not you moved, when all the sway of earth Shakes like a thing unfirm?"",""When Caesar says ""Do this,"" it is performed.""";
"#Antony_JC,""#Casca_JC"",0.158912239587358,34,""And there were drawn Upon a heap a hundred ghastly women, Transformèd with their fear, who swore they saw Men all in fire walk up and down the streets."",""Fear him not, Caesar";" he's not dangerous."""
"#Antony_JC,""#Casca_JC"",0.160748215468303,36,""When these prodigies Do so conjointly meet, let not men say ""These are their reasons, they are natural,"" For I believe they are portentous things Unto the climate that they point upon."",""Fear him not, Caesar";" he's not dangerous."""
"#Antony_JC,""#Casca_JC"",0.173250626942451,30,""O Cicero, I have seen tempests when the scolding winds Have rived the knotty oaks, and I have seen Th' ambitious ocean swell and rage and foam To be exalted with the threat'ning clouds";" But never till tonight, never till now, Did I go through a tempest dropping fire."",""He is a noble Roman, and well given."""
"#Antony_JC,""#Casca_JC"",0.174636592332443,35,""And yesterday the bird of night did sit Even at noonday upon the marketplace, Hooting and shrieking."",""When Caesar says ""Do this,"" it is performed.""";
"#Antony_JC,""#Casca_JC"",0.180900193184028,26,""There was more foolery yet, if I could remember it."",""When Caesar says ""Do this,"" it is performed.""";
"#Antony_JC,""#Casca_JC"",0.184958848094881,20,""Three or four wenches where I stood cried ""Alas, good soul!"" and forgave him with all their hearts."",""Fear him not, Caesar";" he's not dangerous."""
"#Antony_JC,""#Casca_JC"",0.185103182274667,22,""Nay, an I tell you that, I'll ne'er look you i' th' face again."",""When Caesar says ""Do this,"" it is performed.""";
