"source,""target"",""similarity"",""setnence_num_target"",""target_sent"",""source_sent""";;;;
"#Cassius_JC,""#Brutus_JC"",0.662052048362458,348,""Hold, then, my sword, and turn away thy face While I do run upon it."",""If this be known, Cassius or Caesar never shall turn back, For I will slay myself.""";;;;
"#Cassius_JC,""#Brutus_JC"",0.662052048362458,349,""I killed not thee with half so good a will."",""If this be known, Cassius or Caesar never shall turn back, For I will slay myself.""";;;;
"#Cassius_JC,""#Antony_JC"",0.631992830255625,2,""Fear him not, Caesar";" he's not dangerous."",""""Brutus"" and ""Caesar"" - what should be in that ""Caesar""?""";;;
"#Cassius_JC,""#Antony_JC"",0.638661265306164,15,""-  Now, Decius Brutus, yours"; - now yours, Metellus; -  Yours, Cinna; - and, my valiant Casca, yours;" -  Though last, not least in love, yours, good Trebonius."",""Is Decius Brutus and Trebonius there?"""
"#Cassius_JC,""#Antony_JC"",0.656100880994598,13,""First, Marcus Brutus, will I shake with you."",""Therefore, good Brutus, be prepared to hear.""";;;;
"#Cassius_JC,""#Antony_JC"",0.75310866753382,4,""So to most noble Caesar."",""And why should Caesar be a tyrant, then?""";;;;
"#Cassius_JC,""#Caesar_JC"",0.618783205452768,31,""And Caesar shall go forth."",""And why should Caesar be a tyrant, then?""";;;;
"#Cassius_JC,""#Caesar_JC"",0.622528790496144,15,""Such men as he be never at heart's ease Whiles they behold a greater than themselves, And therefore are they very dangerous."",""Men at some time are masters of their fates.""";;;;
"#Cassius_JC,""#Caesar_JC"",0.63645979946864,52,""- Caius Ligarius, Caesar was ne'er so much your enemy As that same ague which hath made you lean."",""And this man Is now become a god, and Cassius is A wretched creature and must bend his body If Caesar carelessly but nod on him.""";;;;
"#Cassius_JC,""#Caesar_JC"",0.63646556178504,24,""Yet Caesar shall go forth, for these predictions Are to the world in general as to Caesar."",""But it is doubtful yet Whether Caesar will come forth today or no, For he is superstitious grown of late, Quite from the main opinion he held once Of fantasy, of dreams, and ceremonies.""";;;;
"#Cassius_JC,""#Caesar_JC"",0.641803621385941,62,""What is now amiss That Caesar and his Senate must redress?"",""And why should Caesar be a tyrant, then?""";;;;
"#Cassius_JC,""#Caesar_JC"",0.64398794553313,28,""Caesar should be a beast without a heart If he should stay at home today for fear."",""Yet I fear him, For in the engrafted love he bears to Caesar -""";;;;
"#Cassius_JC,""#Caesar_JC"",0.672233904350846,37,""Shall Caesar send a lie?"",""And why should Caesar be a tyrant, then?""";;;;
"#Cassius_JC,""#Caesar_JC"",0.688482849981554,68,""Know: Caesar doth not wrong, nor without cause Will he be satisfied."",""And why should Caesar be a tyrant, then?""";;;;
"#Cassius_JC,""#Caesar_JC"",0.722187147038962,33,""Here's Decius Brutus";" he shall tell them so."",""Is Decius Brutus and Trebonius there?""";;;
"#Cassius_JC,""#Caesar_JC"",0.731550803137728,51,""-  What, Brutus, are you stirred so early too?"",""Brutus, I do observe you now of late.""";;;;
